Timestamp,Full Name,Email Address,Stellar Wallet Address,Rate our product (1-5),Product Feedback
6/30/2026 12:32:48 AM,Jayden Butler,jayden.butler@outlook.com,GX5P7V6CJEB364HG3I35V7WAJ65GGZEYPUZ66YSTGZPKBVUWSTBR4BDI,5,Automated reminders kept our class fundraising goal moving forward smoothly.
6/30/2026 4:45:29 AM,Savannah Simmons,savannah.simmons@gmail.com,GB3SAHJNLEITFJPCQKDTFZQHC6EDNAYKLQRMK53RTIII3JIVKQPUPASG,5,Instant settlement means payments confirm in seconds on the Stellar ledger.
6/30/2026 5:34:04 AM,John Foster,john.foster@yahoo.com,GI3UDWGCD2ZRS4RFIBCQHP7WKPX6UM3VGRNAA5YPDJMEWK653BMI4ZFW,5,Multi-currency support simplifies managing multi-asset project budgets.
6/30/2026 7:51:58 AM,Brooklyn Gonzales,brooklyn.gonzales@gmail.com,GPUFXNGVDEGQL2LLKL3PPUQ3D3R6GYGVGX574UI7QLRIS3X47PFP5YMW,5,Gasless payments remove all onboarding barriers for new crypto users.
6/28/2026 5:09:20 PM,Luke Bryant,luke.bryant@outlook.com,GLYHKNTPQABIAXPP3D5FLFTBI7QCCDVDWTABJBXVXQYHYYT63K4B3ISK,5,The GCash offramp is an essential feature that makes real-world spending easy.
6/29/2026 6:15:37 AM,Zoe Alexander,zoe.alexander@gmail.com,GPPZQFPVM2RTUPGPDQYWESGYAYQBJARALTLCGVV7DCLL3HXEKUXLJ3MQ,4,Our class treasurer loves the split bill creation and instant payment tracking.
6/30/2026 3:12:52 AM,Grayson Russell,grayson.russell@yahoo.com,G25TZWQ7MQJPBTVDZXVTWPTBVZPCAPK7PPVTT3LX3CMCU3KSYL2V7P7J,5,Automated reminders eliminated all unpaid balance issues for our project group.
6/29/2026 6:18:26 PM,Stella Griffin,stella.griffin@gmail.com,GLQ2UVMDMEFUQ56ITGVYIUPYKPDNNBSZFPEV7XJJZWIFVAERP4LAWWKN,5,Instant settlement provides reliable proof of payment for every participant.
6/29/2026 8:21:27 PM,Christopher Diaz,christopher.diaz@outlook.com,GMXUJTZAPSYVCSTILEZGSGRKZVGN2BCIKPKK6K7AWVJB7V4IHV4NFAGN,5,Multi-currency support makes accepting various Stellar tokens hassle-free.
6/28/2026 9:48:19 PM,Natalie Hayes,natalie.hayes@gmail.com,GF7ZLAT5SEKTUSZB5YQ75NMPE24G6QPQMAL4ZGQDBIEG6JBF4AB4Y2BP,5,Gasless payments make peer-to-peer student payments quick and zero-cost.
6/30/2026 12:04:36 AM,Jaxon Myers,jaxon.myers@yahoo.com,GQYACVGPN6PPUZKDSXP2CBDP2TLNPAF56LUAFDRBS5PL56KAX2XWXWST,5,The GCash offramp feature makes offramping collected funds simple and fast.
6/30/2026 3:29:32 AM,Leah Ford,leah.ford@gmail.com,GGSNBGMJKYYLBEABAWKWY6TRWRBN2BWEUBKUIBCUDHDRSF4SJB5MRU3B,4,Using KlassPay to split bill costs for class projects was a great experience.
6/30/2026 2:09:31 AM,Julian Hamilton,julian.hamilton@outlook.com,GYI2HVFWZXNHPEGS7MZMWWJFKPED6KAEM35VGEVTYJX2SBFKIQMCIBSL,5,Automated reminders helped our group collect 100% of dues ahead of time.
6/29/2026 9:28:27 AM,Hazel Graham,hazel.graham@gmail.com,GKAFYXB6KJP7LGEIESILQRSDVVS2CLJHPN5JGU3FZ3S5PNYPLXH7K5RE,4,Instant settlement on Soroban ensures zero delay in fund confirmation.
6/30/2026 8:40:01 AM,Levi Sullivan,levi.sullivan@yahoo.com,GR6GEDPGRGWCEISTXH2I2D7XUZXE3EA7CCIRXBQ6PCLFGGNPDRXA53MW,5,Gasless payments combined with GCash offramp make KlassPay the ultimate split-payment engine.
