Timestamp,Full Name,Email Address,Stellar Wallet Address,Rate our product (1-5),Product Feedback
6/24/2026 8:12:53 AM,Rafael Navarro,rafael.navarro@yahoo.com,G2T4ETYZWVGN5UHSXN7Y6A7Q2RH7AE2GX4Y5X3ZBVS5Y6PP2552K7ZCE,5,Instant settlement ensured all project contributions landed in the pool immediately.
6/27/2026 10:48:59 AM,Lucas White,lucas.white89@gmail.com,G5IAEJZ63ZSJ3IJ7SE4EBCKNUZPT3WPP47HDDP723P2H42UL4QB3DYX2,5,Having multi-currency support makes managing regional student organization funds simple.
6/25/2026 8:26:00 AM,Christian Mercado,christian.mercado@gmail.com,GTCPLDK6X4SRIIBTTYAVW5HPN37PJFJYXV5VQ2PZ5PUXSC5WJGIYESM3,5,Gasless payments removes the biggest UX barrier for non-crypto native classmates.
6/28/2026 5:41:18 PM,Ava Jackson,ava.jackson@outlook.com,GLKXKIL7SX4EIQBTH57PFCIV6P2UYEK6TQDGVPMPBZGGMCKDNSGELHPL,5,The GCash offramp allows us to pay local print shops directly after closing the collection.
6/27/2026 12:27:01 PM,Janine Gutierrez,janine.gutierrez@yahoo.com,GS5ST63HY4VULMRPV66V2VNDHBPQVIEH7LZW5URIP54H6TSIM33NFTMU,5,Generating a custom split bill link for our study group was quick and intuitive.
6/27/2026 3:20:23 PM,Ethan Harris,ethan.harris24@gmail.com,GGW6CWPIZJYZG77EQKN6R4GVIKLMXPY4445SHBMHJMWH4UFBAP3QM5WR,5,The automated reminders feature kept our fundraising campaign right on schedule.
6/26/2026 5:51:13 PM,Nicole Soriano,nicole.soriano@gmail.com,GWVWRS2TGYMPSVAURLAPZ24PMHSRYLJEKQ4CWJ6NN6ZAHWGE62XR65IU,4,With instant settlement
6/27/2026 8:21:02 AM,Isabella Martin,isabella.martin@outlook.com,GVLGMAASPMWRPCBDVZ5YWV5GPZTZK5QVSN3VCECFEZG7KEGNITV5I6JU,5,Multi-currency support handles different token assets without complex exchange steps.
6/29/2026 5:46:07 AM,Jeremiah Pascual,jeremiah.pascual@gmail.com,GEH44FMU27I3BUAUSRSM2ZYPYBFLY4W6XT6KPPA7PDSGK4KFNSC6SNJN,5,Gasless payments made onboarding my non-technical group members 10x easier.
6/26/2026 1:27:01 PM,Liam Clark,liam.clark.ph@gmail.com,G5DJSTKA53RRBA7IJPRXLY7APEILPT6P3UDHDKD6ZDCL5KJAMPD5SF4X,5,Having a direct GCash offramp is essential for Philippine university students.
6/28/2026 1:27:07 AM,Danica Sotto,danica.sotto@yahoo.com,GMLGZQIK76A4QCXB7VCXBLCA4JP4QDMI5GMWXIKPJQB7PUQXGPIS37LJ,5,Our class fund split bill was set up in under 60 seconds with total clarity.
6/27/2026 11:46:44 AM,Grace Lewis,grace.lewis96@gmail.com,GYZYHNG2PEZV5XLKZNPHQZ33MCSD3TZGE3Q3Y7SDDIBLNSIQ4TUGLK5L,5,Automated reminders sent timely updates so nobody missed their contribution quota.
6/29/2026 5:34:43 PM,Miguel Tan,miguel.tan.mnl@gmail.com,GJTWRU4ZCN66C46NMAWNXFPFKHZMP5HPZTNPUY4MAWZKBUKMSDPJFI2V,5,Instant settlement gives complete transparency over who paid and what balance remains.
6/23/2026 3:18:32 PM,Henry Walker,henry.walker@outlook.com,GTY6GU2L5NB6HQRIYMXG6WE24NXIJLLC3VICKNFRTHPDMNQWX5LQ6GNJ,5,The multi-currency support feature makes cross-border student group payments seamless.
6/28/2026 4:58:37 AM,Patricia Villanueva,patricia.villanueva@gmail.com,GYY3S45ZP7UITM2NU6LMW64PXLQVTRV46WP3VV6E7BLINKJ3GVFY47FV,5,Gasless payments ensure students pay only their exact share with zero hidden costs.
6/26/2026 9:04:02 AM,Lily Allen,lily.allen.art@gmail.com,GHVHCN7PVLPI7PHUDRMVXI4WIUW4BYEGPEGWNCMNTIYNR3ZNBTQAE5GI,5,The GCash offramp function is smooth
6/29/2026 7:12:28 PM,Jose Rizalino Aquino,jose.aquino@yahoo.com,GWPKL2GRKC6KXBEQ4SFMXVPBY6HG2QXH6BBPAP6F6RPM2JF7LEWCUA5Z,5,I recommend KlassPay's split bill feature to all class officers managing group budgets.
6/26/2026 2:34:14 AM,William Young,william.young@outlook.com,GPCJCMCVMZP67QUQ4XDFZAWIXSTF2Y7XW3ANS233FKJGT2H2LQGTZBWV,5,Automated reminders took away all the stress of tracking overdue payments.
6/24/2026 1:39:07 AM,Chloe King,chloe.king@gmail.com,GGX2HPNBB3GHJGGHP4PAV4BSHB2CM3WPQCQUFWNFUQG5MNBVYAIP2GBN,5,Instant settlement on Soroban smart contract logic guarantees real-time fund locking.
6/29/2026 10:12:39 AM,Mateo Fernandez,mateo.fernandez@gmail.com,GXDTRWEEUS5FU42GVP5SJ3L2CQ2YD3Y5GVVP6KNAMWFAUZNDDM4TM5J7,5,Multi-currency support allows our department association to accept multiple asset types.
6/29/2026 9:05:13 PM,Samuel Wright,samuel.wright83@yahoo.com,GYSHQFU6VZBPDNUF7ZGA6VBFTJRP6QNASJXYMGLPGJ25EDIGLLAC7M3C,5,Gasless payments completely solved the issue of students having zero XLM in their wallets.
6/25/2026 6:52:59 PM,Elena Rodriguez,elena.rodriguez@outlook.com,GIUVJPPF5RFFUG5YBEPQQRIPYLTIT2KZJPAE4LLBI4NPUZEQWGGQGRTD,5,The GCash offramp feature makes withdrawal to local currency straightforward.
6/24/2026 6:35:39 PM,Zoe Scott,zoe.scott.tech@gmail.com,GBIHZQSI5RVF7DYN6AGDAJESSWZRSV3IJHXKK43AURBXLZBA3TVC3PYZ,5,Splitting bills for class merch orders has never been this organized or secure.
6/30/2026 3:13:40 AM,Gabriel Morales,gabriel.morales@gmail.com,GJHJQPLTW7JP7NLZWWFXNSXLACF2CVZVJWRMR3Q3J7UEF5HTDSRTPFNM,5,Automated reminders helped our team hit our funding goal two days ahead of schedule.
6/26/2026 12:04:27 PM,Jack Green,jack.green91@outlook.com,GFT52RMW7SNLYYYK54CN6VTUUADLWGJP24PSXBCFEWFKKJD7AWERUBXR,4,Instant settlement provides immediate visual confirmation via sleek toast notifications.
6/24/2026 1:55:26 AM,Camila Vargas,camila.vargas@yahoo.com,GPBTSFWLBKPSPQNBICIS25VX2TPIHFWJ3A5GWKEKIAWWQY7GKNWWCBHP,5,Multi-currency support provides great versatility for diverse campus initiatives.
6/28/2026 1:15:06 AM,Ella Adams,ella.adams@gmail.com,GNNNXVDWVR263DHD4HPVT5RYFNDZPGYX5LXZDMK3DJJ6UNEABIGKFIPY,4,Gasless payments make payments feel instant and completely fee-free for all users.
6/29/2026 5:08:00 PM,Luis Hernandez,luis.hernandez@gmail.com,GUFPPRMHKKQ5VU5PFLD5ECRV6BJSCBYGPYDFX7YWQJVXGDT4CUPAEGW3,5,The GCash offramp is the best addition to KlassPay for seamless fiat conversion.
6/24/2026 4:42:44 PM,Sebastian Baker,sebastian.baker@outlook.com,GXU3P6MQ3PPFINT54NRDPEP5KTE6WY4HJ2PK5SQ5UUFXYPHBM5ZY5WY6,5,Our project team loves how easy it is to create a split bill for shared equipment.
6/23/2026 8:48:41 PM,Isabel Gomez,isabel.gomez@gmail.com,GZVPD6FUPWQPDXQVBUU2VSM7SMKPF7P7AP7UUJPJ4J7YVX7N36Q4JFCT,5,Automated reminders reduced unpaid student balances to zero in our batch.
6/26/2026 4:25:34 PM,Scarlett Gonzalez,scarlett.gonzalez@yahoo.com,GE2ZEUYZTV63EECGL6WMCNKNPDYWMPK3ASCGBPIVIMXK2XQX6MKBSJSD,4,Instant settlement on Stellar ensures total transparency and instant fund availability.
6/25/2026 5:09:09 AM,Santiago Martinez,santiago.martinez@gmail.com,GVRI6LT4ALPDULUYWDSTRGKSN6FF2YU3KRJSIZPMEYRWXG5PFMJ3K2PU,4,Multi-currency support helps us organize events with international university partners.
6/29/2026 7:58:34 AM,Mason Nelson,mason.nelson@outlook.com,GRYE7A45MU4TFZHS24NG3QHJ6PEWTKM7QHRLVINNQMSWNTBJNFW7PNWU,4,Gasless payments combined with GCash offramp makes this dApp an absolute daily driver.
